,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.537 [0.510 - 0.562],0.528 [0.522 - 0.534],0.531 [0.481 - 0.575],0.528 [0.522 - 0.534],0.017 [0.015 - 0.019],0.059 [0.008 - 0.103],0.032 [0.028 - 0.036]
Demographic,0.577 [0.550 - 0.606],0.558 [0.552 - 0.564],0.558 [0.515 - 0.607],0.558 [0.552 - 0.564],0.019 [0.017 - 0.021],0.117 [0.073 - 0.166],0.036 [0.032 - 0.041]
Protein+Demographic,0.578 [0.550 - 0.604],0.574 [0.567 - 0.579],0.574 [0.528 - 0.619],0.574 [0.567 - 0.580],0.020 [0.018 - 0.022],0.148 [0.100 - 0.192],0.039 [0.034 - 0.043]
