,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.684 [0.667 - 0.700],0.635 [0.631 - 0.639],0.635 [0.608 - 0.662],0.635 [0.631 - 0.639],0.043 [0.040 - 0.046],0.270 [0.242 - 0.297],0.080 [0.075 - 0.086]
Demographic,0.665 [0.649 - 0.680],0.624 [0.620 - 0.629],0.624 [0.595 - 0.651],0.624 [0.620 - 0.629],0.041 [0.038 - 0.044],0.248 [0.218 - 0.275],0.077 [0.072 - 0.082]
Protein+Demographic,0.698 [0.682 - 0.713],0.649 [0.645 - 0.653],0.648 [0.620 - 0.676],0.648 [0.644 - 0.653],0.045 [0.042 - 0.048],0.297 [0.268 - 0.325],0.085 [0.080 - 0.090]
