,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.671 [0.608 - 0.728],0.606 [0.602 - 0.610],0.607 [0.510 - 0.696],0.606 [0.602 - 0.610],0.003 [0.002 - 0.004],0.212 [0.116 - 0.302],0.006 [0.005 - 0.008]
Demographic,0.630 [0.576 - 0.684],0.615 [0.611 - 0.619],0.613 [0.523 - 0.702],0.615 [0.611 - 0.619],0.003 [0.003 - 0.004],0.228 [0.138 - 0.317],0.007 [0.005 - 0.008]
Protein+Demographic,0.741 [0.685 - 0.793],0.678 [0.674 - 0.682],0.678 [0.581 - 0.762],0.678 [0.674 - 0.682],0.004 [0.003 - 0.005],0.356 [0.260 - 0.440],0.009 [0.007 - 0.011]
