,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.568 [0.532 - 0.603],0.552 [0.548 - 0.557],0.550 [0.483 - 0.613],0.552 [0.548 - 0.557],0.005 [0.004 - 0.006],0.102 [0.035 - 0.165],0.011 [0.009 - 0.013]
Demographic,0.573 [0.533 - 0.615],0.587 [0.583 - 0.591],0.586 [0.522 - 0.653],0.587 [0.583 - 0.591],0.006 [0.005 - 0.007],0.173 [0.110 - 0.240],0.012 [0.010 - 0.014]
Protein+Demographic,0.584 [0.551 - 0.620],0.566 [0.561 - 0.570],0.570 [0.502 - 0.637],0.566 [0.561 - 0.570],0.006 [0.005 - 0.007],0.135 [0.068 - 0.202],0.011 [0.009 - 0.013]
