,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.510 [0.478 - 0.540],0.516 [0.511 - 0.523],0.517 [0.464 - 0.570],0.516 [0.511 - 0.523],0.013 [0.012 - 0.015],0.033 [-0.021 - 0.086],0.026 [0.023 - 0.030]
Demographic,0.527 [0.499 - 0.559],0.517 [0.511 - 0.523],0.515 [0.465 - 0.571],0.517 [0.511 - 0.523],0.013 [0.012 - 0.015],0.031 [-0.018 - 0.088],0.026 [0.023 - 0.030]
Protein+Demographic,0.523 [0.491 - 0.555],0.513 [0.507 - 0.519],0.510 [0.462 - 0.564],0.513 [0.507 - 0.519],0.013 [0.011 - 0.015],0.024 [-0.025 - 0.079],0.026 [0.022 - 0.029]
