,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.546 [0.517 - 0.577],0.536 [0.532 - 0.541],0.535 [0.476 - 0.597],0.536 [0.532 - 0.541],0.006 [0.005 - 0.007],0.071 [0.013 - 0.133],0.012 [0.010 - 0.014]
Demographic,0.651 [0.620 - 0.682],0.603 [0.599 - 0.607],0.604 [0.544 - 0.664],0.603 [0.599 - 0.607],0.008 [0.007 - 0.009],0.206 [0.147 - 0.267],0.015 [0.013 - 0.018]
Protein+Demographic,0.609 [0.579 - 0.636],0.586 [0.582 - 0.591],0.588 [0.525 - 0.643],0.586 [0.582 - 0.591],0.007 [0.006 - 0.008],0.176 [0.112 - 0.232],0.014 [0.012 - 0.017]
