,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.793 [0.760 - 0.825],0.715 [0.710 - 0.719],0.714 [0.653 - 0.774],0.715 [0.710 - 0.719],0.012 [0.010 - 0.014],0.429 [0.367 - 0.490],0.024 [0.020 - 0.027]
Demographic,0.600 [0.558 - 0.635],0.578 [0.573 - 0.582],0.577 [0.509 - 0.641],0.578 [0.573 - 0.582],0.007 [0.006 - 0.008],0.154 [0.086 - 0.218],0.013 [0.011 - 0.015]
Protein+Demographic,0.797 [0.765 - 0.829],0.728 [0.724 - 0.732],0.723 [0.662 - 0.781],0.728 [0.724 - 0.732],0.013 [0.011 - 0.015],0.451 [0.390 - 0.510],0.025 [0.021 - 0.029]
