,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.544 [0.506 - 0.581],0.532 [0.525 - 0.539],0.532 [0.469 - 0.595],0.532 [0.525 - 0.540],0.014 [0.011 - 0.016],0.064 [0.001 - 0.128],0.026 [0.022 - 0.031]
Demographic,0.644 [0.611 - 0.673],0.591 [0.584 - 0.597],0.592 [0.527 - 0.649],0.591 [0.584 - 0.597],0.017 [0.014 - 0.020],0.183 [0.119 - 0.240],0.033 [0.028 - 0.039]
Protein+Demographic,0.661 [0.629 - 0.694],0.611 [0.605 - 0.618],0.612 [0.550 - 0.674],0.611 [0.605 - 0.618],0.019 [0.016 - 0.022],0.224 [0.160 - 0.286],0.036 [0.031 - 0.042]
