,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.705 [0.679 - 0.730],0.650 [0.646 - 0.654],0.649 [0.603 - 0.694],0.650 [0.646 - 0.654],0.015 [0.013 - 0.017],0.299 [0.253 - 0.344],0.030 [0.026 - 0.033]
Demographic,0.625 [0.599 - 0.651],0.596 [0.591 - 0.600],0.594 [0.550 - 0.641],0.596 [0.591 - 0.600],0.012 [0.011 - 0.014],0.190 [0.144 - 0.236],0.024 [0.021 - 0.027]
Protein+Demographic,0.701 [0.673 - 0.728],0.651 [0.646 - 0.655],0.649 [0.604 - 0.692],0.651 [0.646 - 0.655],0.015 [0.013 - 0.017],0.300 [0.254 - 0.342],0.030 [0.026 - 0.033]
