,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.693 [0.646 - 0.740],0.661 [0.657 - 0.665],0.665 [0.585 - 0.736],0.661 [0.656 - 0.665],0.005 [0.004 - 0.007],0.325 [0.248 - 0.395],0.011 [0.009 - 0.013]
Demographic,0.626 [0.580 - 0.672],0.583 [0.579 - 0.587],0.582 [0.500 - 0.661],0.583 [0.579 - 0.587],0.004 [0.003 - 0.005],0.165 [0.084 - 0.244],0.008 [0.006 - 0.009]
Protein+Demographic,0.708 [0.664 - 0.751],0.648 [0.644 - 0.652],0.656 [0.575 - 0.731],0.648 [0.644 - 0.652],0.005 [0.004 - 0.006],0.304 [0.224 - 0.378],0.010 [0.008 - 0.013]
