,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.728 [0.706 - 0.751],0.668 [0.664 - 0.672],0.669 [0.628 - 0.713],0.668 [0.664 - 0.672],0.021 [0.019 - 0.023],0.336 [0.295 - 0.380],0.040 [0.036 - 0.045]
Demographic,0.702 [0.680 - 0.723],0.656 [0.652 - 0.660],0.656 [0.613 - 0.697],0.656 [0.652 - 0.660],0.020 [0.018 - 0.022],0.312 [0.270 - 0.353],0.038 [0.034 - 0.042]
Protein+Demographic,0.738 [0.718 - 0.760],0.676 [0.672 - 0.680],0.677 [0.637 - 0.720],0.676 [0.672 - 0.680],0.022 [0.019 - 0.024],0.353 [0.312 - 0.397],0.042 [0.038 - 0.046]
