,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.588 [0.533 - 0.641],0.572 [0.568 - 0.576],0.566 [0.474 - 0.656],0.572 [0.568 - 0.576],0.003 [0.002 - 0.004],0.138 [0.047 - 0.228],0.006 [0.004 - 0.007]
Demographic,0.578 [0.526 - 0.626],0.560 [0.556 - 0.564],0.556 [0.460 - 0.646],0.560 [0.556 - 0.564],0.003 [0.002 - 0.003],0.115 [0.019 - 0.207],0.005 [0.004 - 0.007]
Protein+Demographic,0.597 [0.545 - 0.650],0.559 [0.555 - 0.564],0.566 [0.481 - 0.657],0.559 [0.555 - 0.563],0.003 [0.002 - 0.003],0.125 [0.039 - 0.217],0.006 [0.004 - 0.007]
