,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.471 [0.434 - 0.503],0.491 [0.487 - 0.495],0.489 [0.432 - 0.551],0.491 [0.487 - 0.496],0.004 [0.004 - 0.005],-0.019 [-0.077 - 0.042],0.009 [0.007 - 0.010]
Demographic,0.513 [0.474 - 0.552],0.504 [0.500 - 0.508],0.502 [0.436 - 0.563],0.504 [0.500 - 0.508],0.005 [0.004 - 0.005],0.006 [-0.057 - 0.067],0.009 [0.008 - 0.011]
Protein+Demographic,0.478 [0.443 - 0.516],0.471 [0.467 - 0.475],0.469 [0.410 - 0.534],0.471 [0.467 - 0.475],0.004 [0.003 - 0.005],-0.060 [-0.118 - 0.005],0.008 [0.007 - 0.010]
