,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.519 [0.501 - 0.536],0.510 [0.505 - 0.514],0.511 [0.482 - 0.539],0.510 [0.505 - 0.514],0.023 [0.021 - 0.025],0.020 [-0.009 - 0.048],0.044 [0.040 - 0.047]
Demographic,0.564 [0.546 - 0.580],0.546 [0.542 - 0.550],0.546 [0.517 - 0.575],0.546 [0.542 - 0.550],0.026 [0.024 - 0.028],0.092 [0.063 - 0.121],0.050 [0.046 - 0.054]
Protein+Demographic,0.550 [0.534 - 0.567],0.533 [0.529 - 0.537],0.533 [0.505 - 0.562],0.533 [0.529 - 0.537],0.025 [0.023 - 0.027],0.066 [0.037 - 0.095],0.048 [0.044 - 0.051]
