,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.605 [0.561 - 0.645],0.593 [0.588 - 0.597],0.596 [0.517 - 0.671],0.593 [0.588 - 0.597],0.004 [0.004 - 0.005],0.188 [0.109 - 0.262],0.009 [0.007 - 0.011]
Demographic,0.650 [0.612 - 0.688],0.618 [0.613 - 0.622],0.621 [0.542 - 0.697],0.618 [0.613 - 0.622],0.005 [0.004 - 0.006],0.239 [0.160 - 0.315],0.010 [0.008 - 0.012]
Protein+Demographic,0.650 [0.611 - 0.688],0.606 [0.602 - 0.611],0.607 [0.523 - 0.682],0.606 [0.602 - 0.611],0.005 [0.004 - 0.006],0.214 [0.128 - 0.289],0.009 [0.007 - 0.011]
