,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.643 [0.634 - 0.651],0.602 [0.598 - 0.606],0.602 [0.588 - 0.616],0.603 [0.598 - 0.607],0.138 [0.134 - 0.143],0.204 [0.191 - 0.219],0.225 [0.219 - 0.232]
Demographic,0.629 [0.621 - 0.637],0.594 [0.590 - 0.599],0.594 [0.580 - 0.608],0.594 [0.590 - 0.599],0.135 [0.130 - 0.139],0.189 [0.174 - 0.203],0.219 [0.212 - 0.226]
Protein+Demographic,0.655 [0.647 - 0.662],0.604 [0.600 - 0.609],0.604 [0.590 - 0.618],0.604 [0.599 - 0.609],0.139 [0.135 - 0.144],0.208 [0.194 - 0.223],0.227 [0.220 - 0.233]
