,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.491 [0.448 - 0.532],0.505 [0.501 - 0.509],0.506 [0.433 - 0.579],0.505 [0.501 - 0.509],0.004 [0.003 - 0.004],0.011 [-0.062 - 0.084],0.007 [0.006 - 0.008]
Demographic,0.614 [0.574 - 0.654],0.590 [0.585 - 0.594],0.589 [0.515 - 0.659],0.590 [0.585 - 0.594],0.005 [0.004 - 0.006],0.178 [0.104 - 0.247],0.010 [0.008 - 0.012]
Protein+Demographic,0.589 [0.545 - 0.626],0.567 [0.563 - 0.572],0.566 [0.500 - 0.632],0.567 [0.563 - 0.572],0.005 [0.004 - 0.005],0.134 [0.066 - 0.199],0.009 [0.007 - 0.011]
