,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.732 [0.695 - 0.770],0.658 [0.653 - 0.662],0.663 [0.589 - 0.732],0.658 [0.653 - 0.662],0.008 [0.006 - 0.009],0.321 [0.246 - 0.390],0.015 [0.013 - 0.018]
Demographic,0.672 [0.636 - 0.709],0.638 [0.633 - 0.643],0.638 [0.571 - 0.711],0.638 [0.633 - 0.643],0.007 [0.006 - 0.008],0.276 [0.209 - 0.348],0.014 [0.012 - 0.017]
Protein+Demographic,0.745 [0.708 - 0.782],0.667 [0.662 - 0.672],0.667 [0.596 - 0.740],0.667 [0.662 - 0.672],0.008 [0.007 - 0.010],0.335 [0.264 - 0.408],0.016 [0.013 - 0.019]
