,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.719 [0.707 - 0.733],0.657 [0.653 - 0.661],0.657 [0.634 - 0.680],0.657 [0.653 - 0.661],0.062 [0.058 - 0.065],0.314 [0.292 - 0.337],0.113 [0.107 - 0.118]
Demographic,0.650 [0.637 - 0.663],0.612 [0.608 - 0.616],0.611 [0.588 - 0.634],0.612 [0.608 - 0.616],0.051 [0.048 - 0.054],0.223 [0.199 - 0.247],0.094 [0.089 - 0.099]
Protein+Demographic,0.720 [0.707 - 0.734],0.659 [0.655 - 0.663],0.658 [0.637 - 0.681],0.659 [0.655 - 0.663],0.062 [0.059 - 0.065],0.317 [0.295 - 0.342],0.113 [0.107 - 0.119]
