,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.592 [0.577 - 0.608],0.565 [0.558 - 0.572],0.565 [0.540 - 0.590],0.565 [0.558 - 0.572],0.090 [0.084 - 0.096],0.130 [0.104 - 0.156],0.155 [0.145 - 0.165]
Demographic,0.687 [0.676 - 0.700],0.643 [0.636 - 0.649],0.642 [0.619 - 0.667],0.643 [0.636 - 0.649],0.120 [0.113 - 0.128],0.285 [0.262 - 0.311],0.203 [0.191 - 0.214]
Protein+Demographic,0.686 [0.675 - 0.698],0.638 [0.632 - 0.645],0.638 [0.614 - 0.662],0.638 [0.631 - 0.645],0.118 [0.111 - 0.125],0.276 [0.252 - 0.301],0.200 [0.188 - 0.210]
