,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.553 [0.521 - 0.580],0.540 [0.535 - 0.544],0.539 [0.483 - 0.589],0.540 [0.535 - 0.544],0.008 [0.007 - 0.009],0.079 [0.023 - 0.128],0.016 [0.013 - 0.018]
Demographic,0.594 [0.564 - 0.624],0.564 [0.559 - 0.568],0.563 [0.506 - 0.616],0.564 [0.559 - 0.568],0.009 [0.007 - 0.010],0.127 [0.069 - 0.181],0.017 [0.015 - 0.020]
Protein+Demographic,0.587 [0.557 - 0.617],0.568 [0.564 - 0.573],0.569 [0.515 - 0.620],0.568 [0.564 - 0.573],0.009 [0.008 - 0.010],0.137 [0.083 - 0.189],0.018 [0.015 - 0.020]
