,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.532 [0.486 - 0.577],0.518 [0.514 - 0.522],0.520 [0.438 - 0.606],0.518 [0.514 - 0.522],0.003 [0.002 - 0.003],0.038 [-0.045 - 0.122],0.005 [0.004 - 0.007]
Demographic,0.690 [0.646 - 0.734],0.620 [0.616 - 0.624],0.616 [0.535 - 0.694],0.620 [0.616 - 0.624],0.004 [0.003 - 0.005],0.236 [0.154 - 0.314],0.008 [0.006 - 0.010]
Protein+Demographic,0.640 [0.603 - 0.680],0.573 [0.568 - 0.577],0.570 [0.489 - 0.652],0.573 [0.568 - 0.577],0.003 [0.003 - 0.004],0.143 [0.061 - 0.224],0.007 [0.005 - 0.008]
