,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.822 [0.814 - 0.832],0.746 [0.742 - 0.750],0.747 [0.729 - 0.764],0.746 [0.742 - 0.750],0.130 [0.125 - 0.136],0.493 [0.476 - 0.511],0.222 [0.213 - 0.230]
Demographic,0.753 [0.743 - 0.763],0.694 [0.690 - 0.699],0.695 [0.677 - 0.713],0.695 [0.690 - 0.699],0.104 [0.099 - 0.109],0.390 [0.371 - 0.409],0.180 [0.173 - 0.188]
Protein+Demographic,0.825 [0.816 - 0.834],0.745 [0.741 - 0.749],0.746 [0.729 - 0.763],0.745 [0.741 - 0.750],0.130 [0.124 - 0.135],0.491 [0.474 - 0.509],0.221 [0.213 - 0.229]
