,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.932 [0.907 - 0.952],0.859 [0.856 - 0.862],0.862 [0.808 - 0.910],0.859 [0.856 - 0.862],0.020 [0.017 - 0.023],0.721 [0.666 - 0.769],0.039 [0.033 - 0.045]
Demographic,0.747 [0.709 - 0.784],0.683 [0.679 - 0.687],0.681 [0.613 - 0.755],0.683 [0.679 - 0.687],0.007 [0.006 - 0.008],0.364 [0.294 - 0.438],0.014 [0.012 - 0.017]
Protein+Demographic,0.931 [0.907 - 0.952],0.855 [0.852 - 0.858],0.857 [0.800 - 0.904],0.855 [0.852 - 0.858],0.019 [0.016 - 0.022],0.711 [0.654 - 0.759],0.037 [0.032 - 0.043]
