,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.514 [0.472 - 0.554],0.502 [0.498 - 0.507],0.502 [0.426 - 0.571],0.502 [0.498 - 0.507],0.005 [0.004 - 0.005],0.004 [-0.071 - 0.074],0.009 [0.007 - 0.011]
Demographic,0.601 [0.560 - 0.638],0.594 [0.589 - 0.598],0.595 [0.524 - 0.662],0.594 [0.589 - 0.598],0.007 [0.005 - 0.008],0.189 [0.120 - 0.255],0.013 [0.011 - 0.015]
Protein+Demographic,0.564 [0.526 - 0.606],0.537 [0.532 - 0.541],0.534 [0.466 - 0.602],0.537 [0.532 - 0.541],0.005 [0.004 - 0.006],0.071 [0.004 - 0.138],0.010 [0.008 - 0.012]
