,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.519 [0.469 - 0.565],0.497 [0.493 - 0.502],0.500 [0.409 - 0.579],0.497 [0.493 - 0.502],0.002 [0.002 - 0.003],-0.005 [-0.094 - 0.076],0.005 [0.004 - 0.006]
Demographic,0.506 [0.456 - 0.557],0.488 [0.483 - 0.492],0.487 [0.401 - 0.576],0.488 [0.483 - 0.492],0.002 [0.002 - 0.003],-0.026 [-0.111 - 0.063],0.005 [0.003 - 0.006]
Protein+Demographic,0.518 [0.466 - 0.566],0.491 [0.487 - 0.496],0.493 [0.408 - 0.579],0.491 [0.487 - 0.496],0.002 [0.002 - 0.003],-0.015 [-0.102 - 0.071],0.005 [0.003 - 0.006]
