,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.659 [0.633 - 0.683],0.611 [0.607 - 0.615],0.613 [0.568 - 0.657],0.611 [0.607 - 0.615],0.015 [0.013 - 0.016],0.223 [0.179 - 0.268],0.029 [0.026 - 0.032]
Demographic,0.626 [0.601 - 0.648],0.592 [0.588 - 0.596],0.591 [0.550 - 0.633],0.592 [0.588 - 0.596],0.014 [0.012 - 0.015],0.183 [0.141 - 0.224],0.027 [0.024 - 0.030]
Protein+Demographic,0.666 [0.642 - 0.689],0.613 [0.609 - 0.617],0.617 [0.574 - 0.659],0.613 [0.609 - 0.617],0.015 [0.013 - 0.017],0.230 [0.187 - 0.272],0.029 [0.026 - 0.032]
