,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.731 [0.706 - 0.753],0.670 [0.666 - 0.675],0.673 [0.631 - 0.715],0.670 [0.666 - 0.675],0.020 [0.018 - 0.022],0.343 [0.300 - 0.385],0.039 [0.035 - 0.043]
Demographic,0.751 [0.728 - 0.773],0.695 [0.691 - 0.700],0.695 [0.651 - 0.736],0.695 [0.691 - 0.699],0.022 [0.020 - 0.025],0.390 [0.345 - 0.433],0.043 [0.039 - 0.048]
Protein+Demographic,0.792 [0.771 - 0.813],0.715 [0.711 - 0.720],0.716 [0.672 - 0.756],0.715 [0.711 - 0.720],0.024 [0.022 - 0.027],0.432 [0.388 - 0.471],0.047 [0.042 - 0.053]
