,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.751 [0.742 - 0.758],0.684 [0.681 - 0.688],0.685 [0.670 - 0.700],0.684 [0.680 - 0.688],0.136 [0.131 - 0.141],0.369 [0.354 - 0.384],0.226 [0.219 - 0.234]
Demographic,0.716 [0.707 - 0.723],0.660 [0.655 - 0.664],0.660 [0.645 - 0.675],0.660 [0.655 - 0.664],0.123 [0.118 - 0.128],0.319 [0.303 - 0.335],0.207 [0.200 - 0.214]
Protein+Demographic,0.754 [0.746 - 0.762],0.689 [0.685 - 0.692],0.689 [0.673 - 0.703],0.688 [0.684 - 0.692],0.138 [0.133 - 0.143],0.377 [0.361 - 0.393],0.230 [0.222 - 0.237]
