,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.625 [0.580 - 0.669],0.579 [0.574 - 0.584],0.578 [0.497 - 0.664],0.579 [0.573 - 0.584],0.005 [0.004 - 0.006],0.156 [0.077 - 0.242],0.010 [0.007 - 0.012]
Demographic,0.662 [0.615 - 0.703],0.632 [0.627 - 0.637],0.636 [0.549 - 0.716],0.632 [0.627 - 0.637],0.006 [0.005 - 0.007],0.267 [0.182 - 0.348],0.012 [0.009 - 0.014]
Protein+Demographic,0.619 [0.578 - 0.659],0.587 [0.582 - 0.592],0.580 [0.496 - 0.664],0.587 [0.582 - 0.592],0.005 [0.004 - 0.006],0.167 [0.082 - 0.250],0.010 [0.008 - 0.012]
