,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.495 [0.470 - 0.520],0.498 [0.493 - 0.502],0.496 [0.452 - 0.541],0.498 [0.493 - 0.502],0.009 [0.008 - 0.010],-0.006 [-0.051 - 0.039],0.018 [0.016 - 0.020]
Demographic,0.430 [0.406 - 0.455],0.450 [0.446 - 0.454],0.449 [0.409 - 0.498],0.450 [0.446 - 0.454],0.008 [0.007 - 0.008],-0.100 [-0.140 - -0.052],0.015 [0.013 - 0.017]
Protein+Demographic,0.490 [0.464 - 0.516],0.486 [0.482 - 0.490],0.486 [0.443 - 0.532],0.486 [0.482 - 0.490],0.009 [0.008 - 0.010],-0.027 [-0.072 - 0.018],0.017 [0.015 - 0.019]
