,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.614 [0.564 - 0.665],0.594 [0.590 - 0.599],0.600 [0.508 - 0.683],0.594 [0.590 - 0.599],0.003 [0.003 - 0.004],0.194 [0.103 - 0.278],0.007 [0.005 - 0.009]
Demographic,0.625 [0.573 - 0.675],0.593 [0.589 - 0.597],0.595 [0.508 - 0.682],0.593 [0.589 - 0.597],0.003 [0.003 - 0.004],0.187 [0.099 - 0.276],0.007 [0.005 - 0.008]
Protein+Demographic,0.675 [0.632 - 0.715],0.634 [0.630 - 0.639],0.639 [0.558 - 0.729],0.634 [0.630 - 0.638],0.004 [0.003 - 0.005],0.273 [0.192 - 0.363],0.008 [0.006 - 0.010]
