,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.460 [0.417 - 0.511],0.474 [0.469 - 0.479],0.476 [0.393 - 0.565],0.474 [0.469 - 0.479],0.003 [0.002 - 0.004],-0.050 [-0.133 - 0.039],0.006 [0.005 - 0.008]
Demographic,0.529 [0.480 - 0.583],0.509 [0.504 - 0.514],0.507 [0.420 - 0.597],0.509 [0.504 - 0.514],0.004 [0.003 - 0.005],0.016 [-0.071 - 0.107],0.007 [0.005 - 0.009]
Protein+Demographic,0.477 [0.426 - 0.530],0.480 [0.475 - 0.485],0.475 [0.392 - 0.561],0.480 [0.475 - 0.485],0.003 [0.002 - 0.004],-0.044 [-0.128 - 0.041],0.006 [0.005 - 0.008]
