,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.529 [0.498 - 0.562],0.531 [0.526 - 0.535],0.529 [0.476 - 0.587],0.531 [0.526 - 0.535],0.008 [0.007 - 0.009],0.059 [0.008 - 0.116],0.016 [0.014 - 0.019]
Demographic,0.564 [0.532 - 0.595],0.540 [0.536 - 0.545],0.541 [0.485 - 0.592],0.540 [0.535 - 0.545],0.009 [0.007 - 0.010],0.081 [0.025 - 0.133],0.017 [0.015 - 0.019]
Protein+Demographic,0.566 [0.538 - 0.596],0.561 [0.557 - 0.566],0.560 [0.508 - 0.617],0.561 [0.557 - 0.566],0.009 [0.008 - 0.011],0.122 [0.070 - 0.179],0.018 [0.016 - 0.021]
