,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.603 [0.584 - 0.623],0.572 [0.568 - 0.577],0.573 [0.537 - 0.609],0.572 [0.568 - 0.577],0.019 [0.017 - 0.021],0.145 [0.109 - 0.181],0.036 [0.033 - 0.040]
Demographic,0.655 [0.636 - 0.675],0.620 [0.616 - 0.623],0.619 [0.585 - 0.655],0.620 [0.616 - 0.624],0.023 [0.021 - 0.025],0.239 [0.204 - 0.276],0.044 [0.040 - 0.048]
Protein+Demographic,0.654 [0.637 - 0.673],0.611 [0.607 - 0.615],0.610 [0.575 - 0.644],0.611 [0.607 - 0.615],0.022 [0.020 - 0.024],0.221 [0.185 - 0.256],0.042 [0.038 - 0.046]
