,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.551 [0.509 - 0.593],0.529 [0.524 - 0.533],0.529 [0.457 - 0.599],0.529 [0.524 - 0.533],0.004 [0.004 - 0.005],0.058 [-0.014 - 0.130],0.009 [0.007 - 0.010]
Demographic,0.542 [0.499 - 0.584],0.538 [0.534 - 0.543],0.538 [0.469 - 0.605],0.538 [0.534 - 0.543],0.005 [0.004 - 0.006],0.076 [0.007 - 0.143],0.009 [0.007 - 0.011]
Protein+Demographic,0.584 [0.544 - 0.624],0.556 [0.552 - 0.561],0.555 [0.484 - 0.625],0.556 [0.552 - 0.561],0.005 [0.004 - 0.006],0.111 [0.041 - 0.182],0.010 [0.008 - 0.012]
