,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.532 [0.510 - 0.553],0.528 [0.524 - 0.532],0.528 [0.489 - 0.567],0.528 [0.524 - 0.533],0.013 [0.011 - 0.014],0.057 [0.018 - 0.096],0.025 [0.022 - 0.028]
Demographic,0.580 [0.557 - 0.602],0.573 [0.568 - 0.577],0.574 [0.534 - 0.615],0.573 [0.568 - 0.577],0.015 [0.014 - 0.017],0.147 [0.106 - 0.189],0.030 [0.027 - 0.033]
Protein+Demographic,0.547 [0.526 - 0.567],0.526 [0.522 - 0.530],0.528 [0.486 - 0.564],0.526 [0.522 - 0.530],0.013 [0.011 - 0.014],0.054 [0.012 - 0.091],0.025 [0.022 - 0.027]
