,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.756 [0.751 - 0.762],0.687 [0.682 - 0.691],0.686 [0.676 - 0.696],0.686 [0.682 - 0.691],0.283 [0.276 - 0.290],0.373 [0.361 - 0.384],0.401 [0.393 - 0.408]
Demographic,0.718 [0.711 - 0.724],0.659 [0.654 - 0.663],0.659 [0.647 - 0.670],0.659 [0.654 - 0.663],0.258 [0.252 - 0.264],0.317 [0.305 - 0.330],0.371 [0.363 - 0.378]
Protein+Demographic,0.764 [0.758 - 0.769],0.694 [0.690 - 0.698],0.694 [0.683 - 0.704],0.694 [0.689 - 0.698],0.290 [0.283 - 0.297],0.388 [0.376 - 0.399],0.409 [0.402 - 0.417]
