,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.742 [0.723 - 0.757],0.675 [0.671 - 0.680],0.676 [0.644 - 0.705],0.675 [0.671 - 0.680],0.036 [0.033 - 0.039],0.352 [0.320 - 0.381],0.068 [0.063 - 0.073]
Demographic,0.651 [0.634 - 0.667],0.602 [0.598 - 0.606],0.602 [0.570 - 0.632],0.602 [0.598 - 0.606],0.026 [0.024 - 0.028],0.204 [0.171 - 0.234],0.050 [0.046 - 0.054]
Protein+Demographic,0.754 [0.737 - 0.769],0.688 [0.684 - 0.692],0.689 [0.659 - 0.717],0.688 [0.684 - 0.692],0.038 [0.035 - 0.041],0.377 [0.347 - 0.405],0.072 [0.067 - 0.077]
