,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.565 [0.546 - 0.582],0.545 [0.540 - 0.549],0.545 [0.513 - 0.577],0.545 [0.540 - 0.549],0.022 [0.021 - 0.024],0.090 [0.057 - 0.122],0.043 [0.040 - 0.047]
Demographic,0.627 [0.609 - 0.644],0.606 [0.602 - 0.611],0.606 [0.575 - 0.638],0.606 [0.602 - 0.611],0.029 [0.027 - 0.031],0.212 [0.181 - 0.245],0.055 [0.051 - 0.059]
Protein+Demographic,0.627 [0.609 - 0.644],0.605 [0.600 - 0.609],0.604 [0.574 - 0.635],0.605 [0.600 - 0.609],0.028 [0.026 - 0.031],0.208 [0.177 - 0.240],0.054 [0.050 - 0.059]
