,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.512 [0.485 - 0.543],0.510 [0.505 - 0.514],0.508 [0.457 - 0.561],0.510 [0.505 - 0.514],0.009 [0.008 - 0.010],0.018 [-0.034 - 0.072],0.017 [0.015 - 0.020]
Demographic,0.570 [0.543 - 0.596],0.553 [0.548 - 0.557],0.553 [0.506 - 0.599],0.553 [0.548 - 0.557],0.011 [0.009 - 0.012],0.105 [0.059 - 0.153],0.021 [0.018 - 0.023]
Protein+Demographic,0.580 [0.552 - 0.609],0.565 [0.561 - 0.570],0.566 [0.518 - 0.617],0.565 [0.561 - 0.570],0.011 [0.010 - 0.013],0.132 [0.083 - 0.182],0.022 [0.019 - 0.025]
