,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.714 [0.668 - 0.756],0.657 [0.653 - 0.661],0.657 [0.585 - 0.728],0.657 [0.653 - 0.661],0.007 [0.006 - 0.008],0.313 [0.240 - 0.384],0.014 [0.011 - 0.016]
Demographic,0.513 [0.470 - 0.556],0.511 [0.507 - 0.516],0.513 [0.437 - 0.582],0.512 [0.507 - 0.516],0.004 [0.003 - 0.005],0.025 [-0.053 - 0.093],0.007 [0.006 - 0.009]
Protein+Demographic,0.709 [0.664 - 0.752],0.658 [0.654 - 0.663],0.656 [0.582 - 0.728],0.658 [0.654 - 0.662],0.007 [0.006 - 0.008],0.315 [0.239 - 0.387],0.014 [0.011 - 0.016]
