,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.519 [0.476 - 0.567],0.510 [0.506 - 0.515],0.506 [0.434 - 0.583],0.510 [0.506 - 0.515],0.003 [0.003 - 0.004],0.017 [-0.055 - 0.093],0.007 [0.005 - 0.008]
Demographic,0.555 [0.509 - 0.603],0.555 [0.551 - 0.559],0.555 [0.481 - 0.632],0.555 [0.551 - 0.559],0.004 [0.003 - 0.005],0.109 [0.033 - 0.188],0.008 [0.007 - 0.010]
Protein+Demographic,0.522 [0.476 - 0.571],0.514 [0.510 - 0.519],0.511 [0.437 - 0.589],0.514 [0.510 - 0.519],0.003 [0.003 - 0.004],0.026 [-0.048 - 0.105],0.007 [0.006 - 0.008]
