,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.802 [0.755 - 0.845],0.733 [0.729 - 0.737],0.726 [0.636 - 0.805],0.733 [0.729 - 0.737],0.006 [0.004 - 0.007],0.459 [0.370 - 0.538],0.011 [0.009 - 0.013]
Demographic,0.612 [0.560 - 0.665],0.606 [0.601 - 0.610],0.604 [0.518 - 0.699],0.606 [0.601 - 0.610],0.003 [0.002 - 0.004],0.210 [0.121 - 0.305],0.006 [0.005 - 0.008]
Protein+Demographic,0.800 [0.751 - 0.842],0.726 [0.722 - 0.730],0.726 [0.639 - 0.811],0.726 [0.722 - 0.730],0.005 [0.004 - 0.007],0.452 [0.366 - 0.537],0.011 [0.008 - 0.013]
