,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.576 [0.549 - 0.602],0.551 [0.547 - 0.556],0.552 [0.505 - 0.599],0.551 [0.547 - 0.556],0.009 [0.008 - 0.010],0.103 [0.055 - 0.150],0.018 [0.015 - 0.020]
Demographic,0.638 [0.614 - 0.663],0.611 [0.607 - 0.616],0.612 [0.561 - 0.661],0.611 [0.607 - 0.616],0.011 [0.010 - 0.013],0.224 [0.173 - 0.275],0.022 [0.019 - 0.025]
Protein+Demographic,0.639 [0.615 - 0.664],0.597 [0.593 - 0.601],0.596 [0.550 - 0.641],0.597 [0.593 - 0.601],0.011 [0.009 - 0.012],0.193 [0.146 - 0.238],0.021 [0.018 - 0.024]
