,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.722 [0.682 - 0.763],0.664 [0.659 - 0.669],0.671 [0.591 - 0.750],0.664 [0.659 - 0.669],0.009 [0.008 - 0.011],0.335 [0.253 - 0.414],0.018 [0.015 - 0.022]
Demographic,0.849 [0.829 - 0.867],0.775 [0.770 - 0.780],0.774 [0.702 - 0.845],0.775 [0.770 - 0.780],0.016 [0.013 - 0.019],0.550 [0.474 - 0.618],0.031 [0.026 - 0.037]
Protein+Demographic,0.858 [0.836 - 0.875],0.785 [0.780 - 0.789],0.790 [0.714 - 0.857],0.784 [0.780 - 0.789],0.017 [0.014 - 0.020],0.575 [0.500 - 0.639],0.033 [0.027 - 0.039]
