,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.548 [0.532 - 0.566],0.531 [0.527 - 0.536],0.531 [0.503 - 0.562],0.532 [0.527 - 0.536],0.029 [0.027 - 0.032],0.063 [0.033 - 0.094],0.055 [0.051 - 0.060]
Demographic,0.579 [0.563 - 0.595],0.561 [0.556 - 0.566],0.561 [0.535 - 0.589],0.561 [0.557 - 0.566],0.033 [0.030 - 0.036],0.122 [0.095 - 0.151],0.062 [0.058 - 0.067]
Protein+Demographic,0.570 [0.555 - 0.586],0.553 [0.548 - 0.557],0.553 [0.526 - 0.582],0.553 [0.548 - 0.558],0.032 [0.029 - 0.035],0.106 [0.079 - 0.136],0.060 [0.056 - 0.065]
