,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.645 [0.630 - 0.660],0.613 [0.609 - 0.617],0.614 [0.588 - 0.638],0.613 [0.609 - 0.617],0.043 [0.040 - 0.046],0.226 [0.200 - 0.251],0.080 [0.075 - 0.085]
Demographic,0.633 [0.618 - 0.647],0.596 [0.591 - 0.600],0.596 [0.568 - 0.623],0.596 [0.591 - 0.600],0.040 [0.037 - 0.043],0.192 [0.164 - 0.219],0.075 [0.070 - 0.080]
Protein+Demographic,0.657 [0.643 - 0.672],0.626 [0.622 - 0.630],0.626 [0.601 - 0.652],0.626 [0.622 - 0.630],0.045 [0.042 - 0.048],0.252 [0.226 - 0.278],0.084 [0.079 - 0.090]
