,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.656 [0.625 - 0.686],0.612 [0.607 - 0.617],0.613 [0.556 - 0.671],0.612 [0.607 - 0.617],0.012 [0.010 - 0.014],0.224 [0.169 - 0.283],0.024 [0.020 - 0.027]
Demographic,0.728 [0.701 - 0.755],0.680 [0.676 - 0.685],0.680 [0.626 - 0.737],0.680 [0.676 - 0.685],0.016 [0.014 - 0.018],0.361 [0.307 - 0.418],0.032 [0.027 - 0.036]
Protein+Demographic,0.710 [0.680 - 0.739],0.654 [0.649 - 0.659],0.656 [0.600 - 0.707],0.654 [0.649 - 0.659],0.014 [0.012 - 0.017],0.310 [0.255 - 0.361],0.028 [0.024 - 0.032]
