,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.605 [0.594 - 0.616],0.578 [0.571 - 0.585],0.579 [0.559 - 0.596],0.578 [0.571 - 0.585],0.157 [0.150 - 0.165],0.157 [0.137 - 0.175],0.247 [0.237 - 0.259]
Demographic,0.685 [0.675 - 0.694],0.633 [0.627 - 0.639],0.633 [0.615 - 0.650],0.633 [0.626 - 0.640],0.190 [0.182 - 0.199],0.266 [0.247 - 0.285],0.292 [0.282 - 0.304]
Protein+Demographic,0.685 [0.675 - 0.694],0.633 [0.627 - 0.640],0.634 [0.615 - 0.651],0.633 [0.627 - 0.640],0.191 [0.182 - 0.199],0.267 [0.248 - 0.285],0.293 [0.282 - 0.304]
