,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.756 [0.748 - 0.763],0.685 [0.680 - 0.689],0.684 [0.669 - 0.698],0.685 [0.680 - 0.689],0.155 [0.149 - 0.160],0.369 [0.353 - 0.384],0.253 [0.245 - 0.260]
Demographic,0.713 [0.705 - 0.720],0.660 [0.656 - 0.665],0.660 [0.646 - 0.674],0.660 [0.656 - 0.665],0.141 [0.136 - 0.146],0.320 [0.306 - 0.335],0.232 [0.225 - 0.239]
Protein+Demographic,0.759 [0.752 - 0.767],0.691 [0.687 - 0.695],0.691 [0.675 - 0.705],0.691 [0.687 - 0.696],0.159 [0.153 - 0.165],0.382 [0.367 - 0.397],0.259 [0.250 - 0.266]
