,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.626 [0.600 - 0.651],0.594 [0.589 - 0.598],0.595 [0.551 - 0.636],0.594 [0.589 - 0.597],0.014 [0.012 - 0.015],0.188 [0.144 - 0.230],0.027 [0.024 - 0.030]
Demographic,0.643 [0.620 - 0.666],0.605 [0.601 - 0.610],0.606 [0.564 - 0.649],0.605 [0.601 - 0.610],0.014 [0.013 - 0.016],0.211 [0.168 - 0.255],0.028 [0.025 - 0.031]
Protein+Demographic,0.662 [0.637 - 0.684],0.625 [0.620 - 0.629],0.624 [0.581 - 0.666],0.625 [0.620 - 0.629],0.015 [0.014 - 0.017],0.250 [0.205 - 0.290],0.030 [0.027 - 0.033]
