,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.451 [0.396 - 0.510],0.460 [0.456 - 0.464],0.458 [0.374 - 0.547],0.460 [0.456 - 0.464],0.002 [0.001 - 0.002],-0.082 [-0.166 - 0.008],0.004 [0.003 - 0.005]
Demographic,0.569 [0.516 - 0.620],0.513 [0.509 - 0.517],0.513 [0.425 - 0.598],0.513 [0.509 - 0.517],0.002 [0.002 - 0.003],0.026 [-0.062 - 0.113],0.004 [0.003 - 0.006]
Protein+Demographic,0.509 [0.453 - 0.565],0.504 [0.500 - 0.508],0.504 [0.412 - 0.594],0.504 [0.500 - 0.508],0.002 [0.002 - 0.003],0.007 [-0.083 - 0.098],0.004 [0.003 - 0.005]
