,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.523 [0.482 - 0.562],0.506 [0.502 - 0.511],0.504 [0.437 - 0.572],0.506 [0.502 - 0.510],0.005 [0.004 - 0.005],0.010 [-0.056 - 0.078],0.009 [0.007 - 0.011]
Demographic,0.493 [0.453 - 0.529],0.496 [0.491 - 0.500],0.498 [0.433 - 0.559],0.496 [0.491 - 0.500],0.004 [0.004 - 0.005],-0.006 [-0.072 - 0.054],0.009 [0.007 - 0.010]
Protein+Demographic,0.521 [0.482 - 0.558],0.508 [0.503 - 0.512],0.509 [0.439 - 0.577],0.508 [0.503 - 0.512],0.005 [0.004 - 0.005],0.016 [-0.054 - 0.086],0.009 [0.008 - 0.011]
