Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",23398,100,1.15 [0.92-1.43],0.2080463817171608
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",24030,181,1.02 [0.86-1.20],0.8452816791124158
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23799,1158,0.99 [0.93-1.06],0.7533462032095088
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Candidiasis,24061,407,0.99 [0.89-1.10],0.8459007700504061
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,23312,3043,1.02 [0.98-1.07],0.2301868788994125
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),23515,2472,1.02 [0.98-1.07],0.2867461857800542
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,23808,1170,1.03 [0.97-1.10],0.3651298916282957
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,23959,80,1.10 [0.86-1.40],0.457509228235462
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,22469,697,1.02 [0.94-1.11],0.594652089243263
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,21706,796,1.00 [0.93-1.09],0.9090146161722044
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,21762,217,0.99 [0.85-1.15],0.907725868857215
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16880,1430,1.02 [0.97-1.09],0.41850763634407
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,21567,318,0.97 [0.86-1.10],0.6397701251794585
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,23998,1360,1.01 [0.95-1.07],0.8365479628832428
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Mycoses,24114,460,1.00 [0.90-1.11],0.9735364081774148
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,23462,821,0.97 [0.90-1.05],0.4884103936732465
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,24065,767,1.03 [0.95-1.11],0.4877706079326871
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,22819,181,1.02 [0.86-1.20],0.8399294811357374
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,24170,39,1.06 [0.74-1.50],0.7658711496180648
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23975,677,1.03 [0.94-1.12],0.5507672781819677
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,23955,76,1.03 [0.80-1.33],0.8152245889316189
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Other viral diseases,24085,168,1.14 [0.97-1.35],0.119244880593708
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",24070,153,1.13 [0.95-1.35],0.1777075177155105
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,22936,295,1.01 [0.88-1.14],0.9305442605731986
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,22866,225,1.00 [0.86-1.15],0.9493143826186056
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,22737,99,0.98 [0.78-1.22],0.8454638235482252
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,24147,35,1.00 [0.69-1.45],0.99472589153527
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,24102,141,0.89 [0.74-1.08],0.2340089274469063
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Viral warts,24002,41,0.86 [0.60-1.21],0.3842680626674705
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],24031,70,0.88 [0.67-1.15],0.3535797384193148
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign lipomatous neoplasm,23927,208,1.06 [0.91-1.23],0.4897293715081378
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,24077,61,0.98 [0.74-1.30],0.9006900764752772
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,24070,59,1.30 [0.98-1.73],0.0647331766946502
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",23914,1055,1.04 [0.97-1.11],0.315066149552193
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm of meninges,24145,75,1.09 [0.84-1.41],0.5086754438148677
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,24111,61,1.16 [0.88-1.53],0.3038448097198982
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm of other and unspecified endocrine glands,24139,116,1.13 [0.92-1.39],0.2351365322650479
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm of ovary,24100,150,1.07 [0.89-1.28],0.4625976216951477
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Ascending colon,24150,237,0.92 [0.79-1.06],0.2548908554893622
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Caecum,24156,215,0.93 [0.80-1.08],0.3639022802344165
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",24089,58,0.83 [0.61-1.11],0.2034801698537243
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Descending colon,24154,132,0.83 [0.68-1.01],0.057220672445134
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Rectum,24117,242,1.00 [0.86-1.15],0.9702426393675262
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,24070,439,0.99 [0.89-1.10],0.7849706503763615
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Benign neoplasm: Transverse colon,24155,248,1.03 [0.89-1.18],0.701583913988728
TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,Chapter II Neoplasms,Carcinoma in situ of breast,19562,122,0.84 [0.68-1.03],0.0902026059940904
