Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Bronchiectasis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,20787,296,2.73 [2.10-3.55],5.844149827363435e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,20698,291,0.42 [0.34-0.53],1.2789591221377546e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,ADM,Pro-adrenomedullin,20814,291,3.70 [2.48-5.52],1.3855654796782938e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,ALPP,"Alkaline phosphatase, placental type",20539,290,1.35 [1.22-1.48],2.692757181987924e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,AREG,Amphiregulin,20539,290,1.92 [1.54-2.39],5.877823031671322e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,B2M,Beta-2-microglobulin,17881,249,1.63 [1.37-1.94],2.7147216637540243e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,BPIFB1,BPI fold-containing family B member 1,20590,292,1.79 [1.53-2.10],5.506134559518257e-13
Chapter X Diseases of the respiratory system,Bronchiectasis,C1RL,Complement C1r subcomponent-like protein,17846,249,8.59 [4.62-15.97],1.0926484871852493e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,C9,Complement component C9,17886,252,1.89 [1.52-2.35],1.2062899397764484e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL18,C-C motif chemokine 18,20378,289,1.38 [1.24-1.53],7.247360102966384e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL20,C-C motif chemokine 20,20868,289,1.30 [1.18-1.43],5.1886148483005344e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CD14,Monocyte differentiation antigen CD14,20251,290,1.91 [1.51-2.42],7.97167910871271e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CD27,CD27 antigen,20698,291,2.12 [1.73-2.60],6.83894714298306e-13
Chapter X Diseases of the respiratory system,Bronchiectasis,CD274,Programmed cell death 1 ligand 1,20439,287,2.21 [1.74-2.79],4.653784447587888e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,CD300E,CMRF35-like molecule 2,20759,291,1.95 [1.56-2.43],4.190220945255706e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CD302,CD302 antigen,20539,290,2.16 [1.64-2.84],3.255480224048026e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CD5,T-cell surface glycoprotein CD5,20782,291,1.88 [1.51-2.35],2.782391186428521e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CD74,HLA class II histocompatibility antigen gamma chain,20818,296,2.77 [2.14-3.59],1.3477486074720662e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,CD79B,B-cell antigen receptor complex-associated protein beta chain,20868,289,1.70 [1.40-2.06],8.482345737709006e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CD80,T-lymphocyte activation antigen CD80,17854,249,3.19 [2.46-4.13],1.5891932922253109e-18
Chapter X Diseases of the respiratory system,Bronchiectasis,CDCP1,CUB domain-containing protein 1,20439,287,1.68 [1.43-1.98],2.653788301519472e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,17866,249,1.78 [1.57-2.01],2.1469972352412261e-19
Chapter X Diseases of the respiratory system,Bronchiectasis,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,20256,284,1.69 [1.41-2.03],1.1524255942696913e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CFB,Complement factor B,17571,246,2.81 [1.92-4.11],9.588804551017196e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CHGA,Chromogranin-A,17866,249,1.39 [1.25-1.55],7.07230993324278e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CNTN1,Contactin-1,20887,296,0.35 [0.23-0.51],8.657999321407623e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,COL18A1,Collagen alpha-1(XVIII) chain,20715,293,3.52 [2.32-5.32],2.939742380448197e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CXCL13,C-X-C motif chemokine 13,20818,296,1.43 [1.29-1.58],1.77347093281863e-12
Chapter X Diseases of the respiratory system,Bronchiectasis,CXCL17,C-X-C motif chemokine 17,20868,289,2.08 [1.78-2.43],2.45167290250698e-20
Chapter X Diseases of the respiratory system,Bronchiectasis,CXCL9,C-X-C motif chemokine 9,20704,289,1.54 [1.35-1.75],1.1057384693261468e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,DPP4,Dipeptidyl peptidase 4,20261,286,0.37 [0.25-0.53],7.606470092777874e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,DSC2,Desmocollin-2,20401,287,2.12 [1.61-2.79],9.77237010880997e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,EFNA4,Ephrin-A4,20402,286,2.76 [2.15-3.53],1.1541081220118685e-15
Chapter X Diseases of the respiratory system,Bronchiectasis,EPHA2,Ephrin type-A receptor 2,19879,279,2.19 [1.65-2.91],5.423530241451441e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,FAM20A,Pseudokinase FAM20A,17854,249,2.39 [1.75-3.27],4.710543058428244e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,FAP,Prolyl endopeptidase FAP,20887,296,0.36 [0.25-0.52],6.242191196009495e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,FGL1,Fibrinogen-like protein 1,17886,252,1.71 [1.44-2.03],1.6287231327055411e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,GDF15,Growth/differentiation factor 15,20887,296,1.94 [1.64-2.30],1.3996369959158744e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,HGF,Hepatocyte growth factor,20868,289,2.37 [1.84-3.05],2.557360022949171e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,ICAM1,Intercellular adhesion molecule 1,20560,291,3.13 [2.29-4.27],7.662073833833619e-13
Chapter X Diseases of the respiratory system,Bronchiectasis,ICAM3,Intercellular adhesion molecule 3,20887,296,2.68 [1.92-3.76],9.788000061724492e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,17373,244,3.23 [2.57-4.06],5.48942483853689e-24
Chapter X Diseases of the respiratory system,Bronchiectasis,IGFBP4,Insulin-like growth factor-binding protein 4,20399,285,1.71 [1.41-2.07],3.3049517577563394e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,IGSF3,Immunoglobulin superfamily member 3,20539,290,1.91 [1.55-2.35],9.490390787858501e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,IL2RA,Interleukin-2 receptor subunit alpha,20510,285,2.15 [1.81-2.57],1.177085099684383e-17
Chapter X Diseases of the respiratory system,Bronchiectasis,IL6,Interleukin-6,20539,290,1.39 [1.27-1.52],6.607209081410382e-13
