Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Pleural plaque,AREG,Amphiregulin,21413,263,2.26 [1.82-2.80],1.5251258825775813e-13
Chapter X Diseases of the respiratory system,Pleural plaque,B2M,Beta-2-microglobulin,18688,234,1.68 [1.41-2.01],1.0017766250898604e-08
Chapter X Diseases of the respiratory system,Pleural plaque,BST2,Bone marrow stromal antigen 2,21715,265,1.63 [1.37-1.94],2.7907192891228643e-08
Chapter X Diseases of the respiratory system,Pleural plaque,CD27,CD27 antigen,21579,267,2.29 [1.86-2.82],5.404704533792621e-15
Chapter X Diseases of the respiratory system,Pleural plaque,CD300E,CMRF35-like molecule 2,21650,265,2.07 [1.63-2.62],1.5963499560748903e-09
Chapter X Diseases of the respiratory system,Pleural plaque,CD80,T-lymphocyte activation antigen CD80,18674,230,3.05 [2.29-4.08],3.3892037300570274e-14
Chapter X Diseases of the respiratory system,Pleural plaque,CDCP1,CUB domain-containing protein 1,21332,265,1.94 [1.66-2.27],1.6545913615292215e-16
Chapter X Diseases of the respiratory system,Pleural plaque,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,18672,232,1.70 [1.47-1.96],9.755018823049537e-13
Chapter X Diseases of the respiratory system,Pleural plaque,CHGA,Chromogranin-A,18672,232,1.42 [1.28-1.58],3.9130197192536196e-11
Chapter X Diseases of the respiratory system,Pleural plaque,CKB,Creatine kinase B-type,18672,232,2.04 [1.65-2.52],3.025132253267935e-11
Chapter X Diseases of the respiratory system,Pleural plaque,CLEC5A,C-type lectin domain family 5 member A,21449,263,2.51 [1.81-3.48],3.892804092499615e-08
Chapter X Diseases of the respiratory system,Pleural plaque,COLEC12,Collectin-12,21502,265,2.66 [1.86-3.80],8.887112741171525e-08
Chapter X Diseases of the respiratory system,Pleural plaque,CXCL17,C-X-C motif chemokine 17,21781,265,1.76 [1.45-2.14],1.4045253109067048e-08
Chapter X Diseases of the respiratory system,Pleural plaque,EDA2R,Tumor necrosis factor receptor superfamily member 27,21712,265,2.39 [1.89-3.03],6.908406561385368e-13
Chapter X Diseases of the respiratory system,Pleural plaque,EFNA4,Ephrin-A4,21293,263,2.31 [1.75-3.04],2.333860252912216e-09
Chapter X Diseases of the respiratory system,Pleural plaque,EGFR,Epidermal growth factor receptor,21794,269,0.23 [0.14-0.36],8.296988856647962e-10
Chapter X Diseases of the respiratory system,Pleural plaque,FGL1,Fibrinogen-like protein 1,18688,234,1.93 [1.62-2.29],1.3719181859483786e-13
Chapter X Diseases of the respiratory system,Pleural plaque,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,21715,265,1.94 [1.55-2.42],6.275576462354125e-09
Chapter X Diseases of the respiratory system,Pleural plaque,GDF15,Growth/differentiation factor 15,21794,269,2.29 [1.92-2.73],2.6459442958516707e-20
