Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,18020,748,1.24 [1.07-1.43],0.0035227022043867
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,27050,114,0.49 [0.29-0.83],0.0080760015174362
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter V Mental and behavioural disorders,Other anxiety disorders,25211,70,0.37 [0.19-0.74],0.0051295751543617
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18985,47,1.75 [1.19-2.57],0.0043193959783223
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter X Diseases of the respiratory system,Early onset COPD,26037,156,1.49 [1.16-1.91],0.0016566952330212
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter X Diseases of the respiratory system,"COPD, hospital admissions 1, only main diagnosis",26057,176,1.41 [1.10-1.81],0.007315621606173
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter X Diseases of the respiratory system,"Other chronic obstructive pulmonary disease, including avohilmo",26057,176,1.41 [1.10-1.81],0.007315621606173
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter X Diseases of the respiratory system,Pleural effusion,25278,88,1.55 [1.15-2.09],0.0039372529752712
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter X Diseases of the respiratory system,Other diseases of pleura,25379,189,1.40 [1.11-1.77],0.0043652735607918
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter XI Diseases of the digestive system,Acute pancreatitis,24737,63,0.28 [0.13-0.58],0.0007170912729852
TPPP3,Tubulin polymerization-promoting protein family member 3,Chapter XI Diseases of the digestive system,Acute pancreatitis (for exclusion),26934,63,0.28 [0.13-0.58],0.0007288625248537
