Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CRYBB1,Beta-crystallin B1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21628,893,1.20 [1.09-1.32],0.0002738579667485
CRYBB1,Beta-crystallin B1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23017,236,1.31 [1.09-1.58],0.0044344620655042
CRYBB1,Beta-crystallin B1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22779,390,1.27 [1.10-1.47],0.0012205285066433
CRYBB1,Beta-crystallin B1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22779,390,1.27 [1.10-1.47],0.0012205285066433
CRYBB1,Beta-crystallin B1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18719,1776,1.12 [1.03-1.21],0.0050652620112718
CRYBB1,Beta-crystallin B1,Chapter IX Diseases of the circulatory system,Hypertension,18735,1792,1.12 [1.03-1.21],0.0050630833402843
CRYBB1,Beta-crystallin B1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,19691,1864,1.15 [1.07-1.24],8.40890074919817e-05
CRYBB1,Beta-crystallin B1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,21591,1031,1.14 [1.04-1.25],0.0072032043923655
CRYBB1,Beta-crystallin B1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,23005,261,1.36 [1.14-1.63],0.0005840556034612
CRYBB1,Beta-crystallin B1,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22886,142,1.43 [1.13-1.81],0.0031608726308223
CRYBB1,Beta-crystallin B1,Chapter XI Diseases of the digestive system,GI-bleeding,22878,134,1.44 [1.13-1.84],0.0034312625716717
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,17032,3873,1.09 [1.03-1.15],0.0033980550751174
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,18581,2222,1.11 [1.03-1.18],0.0038458417194391
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,21727,1179,1.14 [1.04-1.24],0.0036883428279245
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16552,193,1.49 [1.22-1.84],0.0001359378035451
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,16815,456,1.26 [1.10-1.45],0.0010400558136136
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23703,185,1.52 [1.24-1.87],7.295337358215987e-05
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23718,170,1.54 [1.24-1.91],8.425347205458561e-05
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,17429,1070,1.15 [1.05-1.27],0.0038900827383247
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",19815,1070,1.14 [1.04-1.26],0.0063925386513535
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,23335,85,1.70 [1.26-2.30],0.0005217620152333
CRYBB1,Beta-crystallin B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",21029,481,1.20 [1.05-1.38],0.0066338473976616
CRYBB1,Beta-crystallin B1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,22344,26,2.14 [1.26-3.66],0.0051980547070592
