Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SCN2B,Sodium channel subunit beta-2,Chapter IX Diseases of the circulatory system,Cardiomyopathy,20488,32,2.55 [1.51-4.31],0.0004563589638385
SCN2B,Sodium channel subunit beta-2,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22364,256,1.56 [1.12-2.17],0.0087672185998777
SCN2B,Sodium channel subunit beta-2,"Chapter XV Pregnancy, childbirth and the puerperium",Medical abortion,23280,137,1.88 [1.25-2.82],0.0022615680527426
SCN2B,Sodium channel subunit beta-2,Chapter VI Diseases of the nervous system,Falls/tendency to fall,21076,534,1.42 [1.10-1.84],0.0072333142950278
