Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SERPINH1,Serpin H1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,17458,2373,1.06 [1.02-1.10],0.0015280565066137
SERPINH1,Serpin H1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18368,1735,1.07 [1.03-1.11],0.0009413849436098
SERPINH1,Serpin H1,Chapter IX Diseases of the circulatory system,Hypertension,18384,1751,1.07 [1.03-1.11],0.0011287412510746
SERPINH1,Serpin H1,Chapter XI Diseases of the digestive system,"Ulcerative colitis (strict definition, require KELA, min 2 HDR)",23623,112,1.21 [1.05-1.39],0.0079273918712977
SERPINH1,Serpin H1,Chapter XI Diseases of the digestive system,Ulcerative colitis,22145,112,1.21 [1.05-1.39],0.0070946672616909
SERPINH1,Serpin H1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22572,252,1.16 [1.05-1.27],0.0024946096152684
SERPINH1,Serpin H1,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22459,139,1.19 [1.05-1.35],0.005204338594568
SERPINH1,Serpin H1,Chapter XI Diseases of the digestive system,GI-bleeding,22451,131,1.22 [1.07-1.39],0.0026215233748237
SERPINH1,Serpin H1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16238,186,1.20 [1.07-1.34],0.0012505727407342
SERPINH1,Serpin H1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23251,178,1.22 [1.09-1.36],0.000574547802421
SERPINH1,Serpin H1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23266,163,1.21 [1.08-1.36],0.0013030023186143
SERPINH1,Serpin H1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,16323,271,1.13 [1.03-1.24],0.0090762967173315
SERPINH1,Serpin H1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,21574,415,0.90 [0.84-0.97],0.0070392938820833
