Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter I Certain infectious and parasitic diseases,Other viral diseases,23606,85,1.35 [1.08-1.68],0.008043432532325
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",23603,82,1.36 [1.09-1.70],0.0061687875502381
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21200,880,1.14 [1.04-1.25],0.0037184578159158
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,21792,755,1.14 [1.04-1.25],0.0066389903960454
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter VI Diseases of the nervous system,Epilepsy,22383,113,1.34 [1.10-1.63],0.0035428453346332
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,22969,200,1.29 [1.10-1.51],0.0013001247067375
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,22965,196,1.29 [1.10-1.51],0.0016263681694224
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Oesophagitis,18018,255,1.25 [1.08-1.44],0.0026310737096868
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,17881,118,1.36 [1.12-1.64],0.0015791409074301
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,21061,832,1.13 [1.03-1.24],0.009940677235144
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22572,252,1.37 [1.20-1.55],1.6804544927503602e-06
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,22405,85,1.77 [1.53-2.05],1.6815744889246996e-14
GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Chapter XI Diseases of the digestive system,Coeliac disease,22395,75,1.72 [1.47-2.02],2.3078213842606845e-11
