Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Intestinal malabsorption,21545,76,5.36 [4.04-7.12],2.6610307604806213e-31
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Coeliac disease,21534,65,6.36 [4.72-8.56],2.922604412762404e-34
