Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TPM3,Tropomyosin alpha-3 chain,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,28728,157,1.87 [1.50-2.33],2.062566336255712e-08
TPM3,Tropomyosin alpha-3 chain,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",43198,483,1.50 [1.28-1.74],2.350965724583085e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,39418,9402,1.12 [1.07-1.17],8.875422040686829e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,37079,7063,1.14 [1.09-1.20],2.065845757908641e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,36605,12117,1.11 [1.07-1.15],1.7122369601513696e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,32826,2810,1.22 [1.13-1.31],3.004101790738794e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,30988,972,1.33 [1.18-1.50],2.326512861354476e-06
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,34170,4154,1.18 [1.11-1.26],4.770329131455025e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,30107,91,1.94 [1.50-2.51],4.007261308231026e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,34151,4135,1.16 [1.09-1.24],2.486210384098756e-06
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Acute renal failure,41760,2508,1.23 [1.14-1.33],2.407428730435501e-07
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,41510,2258,1.33 [1.23-1.44],1.017239405452615e-12
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Dialysis,39360,108,2.27 [1.82-2.81],1.258613121912092e-13
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,42966,4220,1.21 [1.14-1.29],1.046881335503241e-09
